organismo_codigo;fecha_publicacion;anyo;mes;fecha;activado;descripcion
CM001;2021-11-08;2018;Agosto;2018-08-31;SI;PASIVOS AGOSTO 2018
CM001;2021-11-08;2018;Julio;2018-07-31;SI;PASIVOS JULIO 2018
CM001;2021-11-08;2018;Enero;2018-01-31;SI;PASIVOS ENERO 2018
CM001;2021-11-08;2018;Marzo;2018-03-31;SI;PASIVOS MARZO 2018
CM001;2021-11-08;2018;Febrero;2018-02-28;SI;PASIVOS FEBRERO 2018
CM001;2021-11-08;2018;Abril;2018-04-30;SI;PASIVOS ABRIL 2018
CM001;2021-11-08;2018;Noviembre;2018-11-30;SI;PASIVOS NOVIEMBRE 2018
CM001;2021-11-08;2017;Octubre;2017-10-31;SI;PASIVOS OCTUBRE 2017
CM001;2021-11-08;2017;Noviembre;2017-11-30;SI;PASIVOS NOVIEMBRE 2017
CM001;2021-11-08;2017;Diciembre;2017-12-31;SI;PASIVOS DICIEMBRE 2017
CM001;2021-11-08;2017;Septiembre;2017-09-30;SI;PASIVOS SEPTIEMBRE 2017
CM001;2021-11-08;2017;Agosto;2017-08-31;SI;PASIVOS AGOSTO 2017
CM001;2021-11-08;2017;Julio;2017-07-31;SI;PASIVOS JULIO 2017
CM001;2021-11-08;2017;Mayo;2017-05-31;SI;PASIVOS MAYO 2017
CM001;2021-11-08;2017;Enero;2017-01-31;SI;PASIVOS ENERO 2017
CM001;2021-11-08;2017;Febrero;2017-02-28;SI;PASIVOS FEBRERO 2017
CM001;2021-11-08;2017;Abril;2017-04-30;SI;PASIVOS ABRIL 2017
CM001;2021-11-08;2017;Marzo;2017-03-31;SI;PASIVOS MARZO 2017
CM001;2021-11-08;2017;Junio;2017-06-30;SI;PASIVOS JUNIO 2017
CM001;2021-11-08;2016;Noviembre;2016-11-30;SI;PASIVOS NOVIEMBRE 2016
CM001;2021-11-08;2016;Abril;2016-04-30;SI;PASIVOS ABRIL 2016
CM001;2021-11-08;2016;Marzo;2016-03-31;SI;PASIVOS MARZO 2016
CM001;2021-11-08;2016;Febrero;2016-02-29;SI;PASIVOS FEBRERO 2016
CM001;2021-11-08;2016;Mayo;2016-05-31;SI;PASIVOS MAYO 2016
CM001;2021-11-08;2016;Junio;2016-06-30;SI;PASIVOS JUNIO 2016
CM001;2021-11-08;2016;Septiembre;2016-09-30;SI;PASIVOS SEPTIEMBRE 2016
CM001;2021-11-08;2016;Diciembre;2016-12-31;SI;PASIVOS DICIEMBRE 2016
CM001;2021-11-08;2016;Enero;2016-01-31;SI;PASIVOS ENERO 2016
CM001;2021-11-08;2016;Octubre;2016-10-31;SI;PASIVOS OCTUBRE 2016
CM001;2021-11-08;2016;Agosto;2016-08-31;SI;PASIVOS AGOSTO 2016
CM001;2021-11-08;2016;Julio;2016-07-31;SI;PASIVOS JULIO 2016
CM001;2021-11-08;2019;Diciembre;2019-12-30;SI;PASIVOS EDUCACION
CM001;2021-11-08;2019;Noviembre;2019-11-30;SI;PASIVOS EDUCACION
CM001;2021-11-08;2019;Octubre;2019-10-31;SI;PASIVOS EDUCACION
CM001;2021-11-08;2019;Junio;2019-06-30;SI;PASIVOS JUNIO 2019
CM001;2021-11-08;2019;Julio;2019-07-01;SI;PASIVOS JULIO 2019
CM001;2021-11-08;2019;Mayo;2019-05-31;SI;PASIVOS MAYO 2019
CM001;2021-11-08;2019;Abril;2019-03-30;SI;PASIVOS ABRIL 2019
CM001;2021-11-08;2019;Marzo;2019-03-31;SI;PASIVOS MARZO 2019
CM001;2021-11-08;2019;Enero;2019-01-31;SI;PASIVOS ENERO 2019
CM001;2021-11-08;2019;Febrero;2019-02-28;SI;PASIVOS FEBRERO 2019
CM001;2021-11-08;2019;Septiembre;2019-07-30;SI;PASIVOS SEPTIEMBRE 2019
CM001;2021-11-08;2019;Agosto;2019-07-31;SI;PASIVOS AGOSTO 2019
CM001;2021-11-08;2020;Septiembre;2020-09-30;SI;PASIVOS SALUD
CM001;2021-11-08;2020;Agosto;2020-08-30;SI;PASIVOS SALUD
CM001;2021-11-08;2020;Julio;2020-07-31;SI;PASIVOS SALUD
CM001;2021-11-08;2020;Junio;2020-06-30;SI;PASIVOS SALUD
CM001;2021-11-08;2020;Mayo;2020-05-31;SI;PASIVOS SALUD
CM001;2021-11-08;2019;Diciembre;2019-12-30;SI;PASIVOS SALUD
CM001;2021-11-08;2019;Noviembre;2019-11-30;SI;PASIVOS SALUD
CM001;2021-11-08;2019;Octubre;2019-10-31;SI;PASIVOS SALUD
CM001;2021-11-08;2017;Octubre;2017-10-30;SI;PASIVOS OCTUBRE 2017
CM002;2021-11-02;2021;Septiembre;2021-09-30;SI;INFORME PASIVOS CMDS SEPTIEMBRE 2021.
CM002;2021-11-02;2021;Agosto;2021-08-31;SI;INFORME PASIVOS CMDS AGOSTO 2021.
CM002;2021-11-02;2021;Julio;2021-07-31;SI;INFORME PASIVOS CMDS JULIO 2021.
CM002;2021-11-02;2021;Junio;2021-06-30;SI;INFORME PASIVOS CMDS JUNIO 2021.
CM002;2021-11-02;2021;Mayo;2021-05-31;SI;INFORME PASIVOS CMDS MAYO 2021.
CM002;2021-11-02;2021;Abril;2021-04-30;SI;INFORME PASIVOS CMDS ABRIL 2021.
CM002;2021-11-02;2021;Marzo;2021-03-31;SI;INFORME PASIVOS CMDS MARZO 2021.
CM002;2021-11-02;2021;Febrero;2021-02-28;SI;INFORME PASIVOS CMDS FEBRERO 2021.
CM002;2021-11-02;2021;Enero;2021-01-31;SI;INFORME PASIVOS CMDS ENERO 2021.
CM002;2021-11-02;2020;Diciembre;2020-12-31;SI;INFORME PASIVOS CMDS DICIEMBRE 2020.
CM002;2021-11-02;2020;Noviembre;2020-11-30;SI;INFORME PASIVOS CMDS NOVIEMBRE 2020.
CM002;2021-11-02;2020;Octubre;2020-10-31;SI;INFORME PASIVOS CMDS OCTUBRE 2020.
CM002;2021-11-02;2020;Septiembre;2020-09-30;SI;INFORME PASIVOS CMDS SEPTIEMBRE 2020.
CM002;2021-11-02;2020;Agosto;2020-08-31;SI;INFORME PASIVOS CMDS AGOSTO 2020.
CM002;2021-11-02;2020;Julio;2020-07-31;SI;INFORME PASIVOS CMDS JULIO 2020.
CM002;2021-11-02;2020;Junio;2020-06-30;SI;INFORME PASIVOS CMDS JUNIO 2020.
CM002;2021-11-02;2020;Mayo;2020-05-31;SI;INFORME PASIVOS CMDS MAYO 2020.
CM002;2021-11-02;2020;Abril;2020-04-30;SI;INFORME PASIVOS CMDS ABRIL 2020.
CM002;2021-11-02;2020;Marzo;2020-03-31;SI;INFORME PASIVOS CMDS MARZO 2020.
CM002;2021-11-02;2020;Febrero;2020-02-29;SI;INFORME PASIVOS CMDS FEBRERO 2020.
CM002;2021-11-02;2020;Enero;2020-01-31;SI;INFORME PASIVOS CMDS ENERO 2020.
CM002;2021-11-02;2019;Diciembre;2019-12-31;SI;INFORME PASIVOS CMDS DICIEMBRE 2019
CM002;2021-11-02;2019;Noviembre;2019-11-30;SI;INFORME PASIVOS CMDS NOVIEMBRE 2019
CM002;2021-11-02;2019;Octubre;2019-10-31;SI;INFORME PASIVOS CMDS OCTUBRE 2019
CM002;2021-11-02;2019;Septiembre;2019-09-30;SI;INFORME PASIVOS CMDS SEPTIEMBRE 2019
CM002;2021-11-02;2019;Agosto;2019-08-31;SI;INFORME PASIVOS CMDS AGOSTO 2019.
CM002;2021-11-02;2019;Julio;2019-07-31;SI;INFORME PASIVOS CMDS JULIO 2019.
CM002;2021-11-02;2019;Junio;2019-06-30;SI;INFORME PASIVOS CMDS JUNIO 2019.
CM002;2021-11-02;2019;Mayo;2019-05-31;SI;INFORME PASIVOS CMDS MAYO 2019.
CM002;2021-11-02;2019;Abril;2019-04-30;SI;INFORME PASIVOS CMDS ABRIL 2019.
CM002;2021-11-02;2019;Marzo;2019-03-31;SI;INFORME PASIVOS CMDS MARZO 2019.
CM002;2021-11-02;2019;Febrero;2019-02-28;SI;INFORME PASIVOS CMDS FEBRERO 2019.
CM002;2021-11-02;2019;Enero;2019-01-31;SI;INFORME PASIVOS CMDS ENERO 2019.
CM002;2021-11-02;2017;Diciembre;2017-12-31;SI;INFORME PASIVOS CMDS DICIEMBRE 2017.
CM002;2021-11-02;2017;Noviembre;2017-11-30;SI;INFORME PASIVOS CMDS NOVIEMBRE 2017.
CM002;2021-11-02;2017;Octubre;2017-10-31;SI;INFORME PASIVOS CMDS OCTUBRE 2017.
CM002;2021-11-02;2017;Septiembre;2017-09-30;SI;INFORME PASIVOS CMDS SEPTIEMBRE 2017.
CM002;2021-11-02;2017;Agosto;2017-08-31;SI;INFORME PASIVOS CMDS AGOSTO 2017.
CM002;2021-11-02;2017;Julio;2017-07-31;SI;INFORME PASIVOS CMDS JULIO 2017.
CM002;2021-11-02;2017;Junio;2017-06-30;SI;INFORME PASIVOS CMDS JUNIO 2017.
CM002;2021-11-02;2017;Mayo;2017-05-31;SI;INFORME PASIVOS CMDS MAYO 2017.
CM002;2021-11-02;2017;Abril;2017-04-30;SI;INFORME PASIVOS CMDS ABRIL 2017.
CM002;2021-11-02;2017;Marzo;2017-03-31;SI;INFORME PASIVOS CMDS MARZO 2017
CM002;2021-11-02;2017;Febrero;2017-02-28;SI;INFORME PASIVOS CMDS FEBRERO 2017.
CM002;2021-11-02;2017;Enero;2017-01-31;SI;INFORME PASIVOS CMDS ENERO 2017.
CM002;2021-11-02;2015;Diciembre;2016-01-01;SI;INFORME 4TO TRIMESTRE 2015 PASIVOS C.M.D.S. (OCTUBREDICIEMBRE)
CM002;2021-11-02;2015;Septiembre;2015-10-01;SI;INFORME 3ER TRIMESTRE 2015 PASIVOS C.M.D.S. (JULIOSEPTIEMBRE)
CM002;2021-11-02;2015;Junio;2015-07-01;SI;INFORME 2DO TRIMESTRE 2015 PASIVOS C.M.D.S. (ABRILJUNIO)
CM002;2021-11-02;2015;Marzo;2015-04-01;SI;INFORME 1ER TRIMESTRE 2015 PASIVOS C.M.D.S. (ENEROMARZO)
CM002;2021-11-02;2016;Diciembre;2017-01-13;SI;INFORME 4TO TRIMESTRE 2016 PASIVOS C.M.D.S. (OCTUBREDICIEMBRE).
CM002;2021-11-02;2016;Septiembre;2016-10-03;SI;INFORME 3ER TRIMESTRE 2016 PASIVOS C.M.D.S. (JULIOSEPTIEMBRE).
CM002;2021-11-02;2016;Junio;2016-07-06;SI;INFORME 2DO TRIMESTRE 2016 PASIVOS C.M.D.S. (ABRILJUNIO).
CM002;2021-11-02;2016;Marzo;2016-04-11;SI;INFORME 1ER TRIMESTRE 2016 PASIVOS C.M.D.S. (ENEROMARZO).
CM002;2021-11-02;2018;Diciembre;2018-12-31;SI;INFORME PASIVOS CMDS DICIEMBRE 2018.
CM002;2021-11-02;2018;Noviembre;2018-11-30;SI;INFORME PASIVOS CMDS NOVIEMBRE 2018.
CM002;2021-11-02;2018;Octubre;2018-10-31;SI;INFORME PASIVOS CMDS OCTUBRE 2018.
CM002;2021-11-02;2018;Septiembre;2018-09-30;SI;INFORME PASIVOS CMDS SEPTIEMBRE 2018.
CM002;2021-11-02;2018;Agosto;2018-08-31;SI;INFORME PASIVOS CMDS AGOSTO 2018.
CM002;2021-11-02;2018;Julio;2018-07-31;SI;INFORME PASIVOS CMDS JULIO 2018
CM002;2021-11-02;2018;Junio;2018-06-30;SI;INFORME PASIVOS CMDS JUNIO 2018
CM002;2021-11-02;2018;Mayo;2018-05-31;SI;INFORME PASIVOS CMDS MAYO 2018
CM002;2021-11-02;2018;Abril;2018-04-30;SI;INFORME PASIVOS CMDS ABRIL 2018
CM002;2021-11-02;2018;Marzo;2018-03-30;SI;INFORME PASIVOS CMDS MARZO 2018
CM002;2021-11-02;2018;Febrero;2018-02-28;SI;INFORME PASIVOS CMDS FEBRERO 2018.
CM002;2021-11-02;2018;Enero;2018-01-31;SI;INFORME PASIVOS CMDS ENERO 2018.
CM003;2021-11-16;2021;Octubre;2021-11-12;SI;PASIVOS MES DE OCTUBRE 2021
CM003;2021-11-16;2021;Septiembre;2021-10-14;SI;PASIVOS CORPORACION MES DE SEPTIEMBRE
CM003;2021-11-16;2021;Mayo;2021-09-13;SI;INFORME DE PASIVOS CORPORACION ISLA DE MAIPO MES DE MAYO 2021
CM003;2021-11-16;2021;Abril;2021-09-13;SI;INFORME DE PASIVOS CORPORACION ISLA DE MAIPO MES DE ABRIL 2021
CM003;2021-11-16;2021;Marzo;2021-09-13;SI;INFORME DE PASIVOS CORPORACION DE ISLA DE MAIPO MES DE MARZO 2021
CM003;2021-11-16;2021;Febrero;2021-09-13;SI;INFORME DE PASIVOS CORPORACION DE EDUCACION Y SALUD ISLA DE MAIPO MES DE FEBRERO 2021
CM003;2021-11-16;2021;Enero;2021-09-13;SI;INFORME DE PASIVOS DE LA CORPORACION DE SALUD Y EDUCACION DE ISLA DE MAIPO MES DE ENERO 2021
CM003;2021-11-16;2021;Agosto;2021-09-13;SI;INFORME DE PASIVOS CORPORACION ISLA DE MAIPO MES DE AGOSTO 2021
CM003;2021-11-16;2021;Julio;2021-09-12;SI;INFORME DE PASIVOS CORPROACION DE EDUCACION Y SALUD DE ISLA DE MAIPO MES DE JULIO 2021
CM003;2021-11-16;2021;Junio;2021-09-12;SI;INFORME DE PASIVOS DE LA CORPROACION DE EDUCACION Y SALUD DE LA ISLA DE MAIPO JUNIO 2021
CM003;2021-11-16;2021;Junio;2021-06-30;SI;INFORME PASIVOS CORPORACION MUNICIPAL JUNIO 2021
CM003;2021-11-16;2021;Mayo;2021-05-31;SI;INFORME PASIVOS CORPORACION MUNICIPAL MAYO 2021
CM003;2021-11-16;2020;Junio;2020-06-30;SI;PASIVOS CORPORACION MUNICIPAL JUNIO 2020
CM003;2021-11-16;2020;Mayo;2020-05-31;SI;PASIVOS CORPORACION MUNICIPAL MAYO 2020
CM003;2021-11-16;2020;Abril;2020-04-30;SI;PASIVOS CORPORACION MUNICIPAL ABRIL 2020
CM003;2021-11-16;2020;Marzo;2020-03-31;SI;PASIVOS CORPORACION MUNICIPAL MARZO 2020
CM003;2021-11-16;2020;Febrero;2020-02-29;SI;PASIVOS CORPORACION MUNICIPAL FEBRERO 2020
CM003;2021-11-16;2020;Enero;2020-01-31;SI;PASIVOS CORPORACION MUNICIPAL ENERO 2020
CM003;2021-11-16;2017;Julio;2017-07-31;SI;PASIVOS CORPORACION MUNICIPAL JULIO 2017
CM003;2021-11-16;2017;Junio;2017-06-30;SI;PASIVOS CORPORACION MUNICIPAL JUNIO 2017
CM003;2021-11-16;2017;Marzo;2017-03-31;SI;PASIVOS CORPORACION MUNICIPAL MARZO 2017
CM003;2021-11-16;2017;Enero;2017-01-31;SI;PASIVOS CORPORACION MUNICIPAL ENERO 2017
CM003;2021-11-16;2017;Febrero;2017-02-28;SI;PASIVOS CORPORACION MUNICIPAL FEBRERO 2017
CM003;2021-11-16;2017;Abril;2017-04-30;SI;PASIVOS CORPORACION MUNICIPAL ABRIL 2017
CM003;2021-11-16;2017;Noviembre;2017-11-30;SI;PASIVOS CORPORACION MUNICIPAL NOVIEMBRE 2017
CM003;2021-11-16;2017;Mayo;2017-05-31;SI;PASIVOS CORPORACION MUNICIPAL MAYO 2017
CM003;2021-11-16;2017;Agosto;2017-08-31;SI;PASIVOS CORPORACION MUNICIPAL AGOSTO 2017
CM003;2021-11-16;2016;Diciembre;2016-12-31;SI;PASIVOS CORPORACION MUNICIPAL DICIEMBRE 2016
CM003;2021-11-16;2016;Abril;2016-05-02;SI;PASIVOS CORPORACION MUNICIPAL ABRIL 2016
CM003;2021-11-16;2016;Julio;2016-07-31;SI;PASIVOS CORPORACION MUNICIPAL JULIO 2016
CM003;2021-11-16;2016;Octubre;2016-10-31;SI;PASIVOS CORPORACION MUNICIPAL OCTUBRE 2016
CM003;2021-11-16;2016;Agosto;2016-08-31;SI;PASIVOS CORPORACION MUNICIPAL AGOSTO 2016
CM003;2021-11-16;2016;Junio;2016-06-30;SI;PASIVOS CORPORACION MUNICIPAL JUNIO 2016
CM003;2021-11-16;2016;Septiembre;2016-09-30;SI;PASIVOS CORPORACION MUNICIPAL SEPTIEMBRE 2016
CM003;2021-11-16;2016;Noviembre;2016-11-30;SI;PASIVOS CORPORACION MUNICIPAL NOVIEMBRE 2016
CM003;2021-11-16;2018;Diciembre;2018-12-01;SI;PASIVOS CORPORACION MUNICIPAL DICIEMBRE 2018
CM003;2021-11-16;2018;Noviembre;2018-11-30;SI;PASIVOS CORPORACION MUNICIPAL NOVIEMBRE 2018
CM003;2021-11-16;2018;Octubre;2018-10-31;SI;PASIVOS CORPORACION MUNICIPAL OCTUBRE 2018
CM003;2021-11-16;2018;Septiembre;2018-09-30;SI;PASIVOS CORPORACION MUNICIPAL SEPTIEMBRE 2018
CM003;2021-11-16;2018;Abril;2018-04-30;SI;PASIVOS CORPORACION MUNICIPAL ABRIL 2018
CM003;2021-11-16;2018;Julio;2018-07-31;SI;PASIVOS CORPORACION MUNICIPAL JULIO 2018
CM003;2021-11-16;2018;Agosto;2018-08-30;SI;PASIVOS CORPORACION MUNICIPAL AGOSTO 2018
CM003;2021-11-16;2018;Marzo;2018-03-31;SI;PASIVOS CORPORACION MUNICIPAL MARZO 2018
CM003;2021-11-16;2018;Junio;2018-06-30;SI;PASIVOS CORPORACION MUNICIPAL JUNIO 2018
CM003;2021-11-16;2018;Mayo;2018-05-31;SI;PASIVOS CORPORACION MUNICIPAL MAYO 2018
CM003;2021-11-16;2019;Diciembre;2019-12-31;SI;PASIVOS CORPORACION MUNICIPAL DICIEMBRE 2019
CM003;2021-11-16;2019;Noviembre;2019-11-30;SI;PASIVOS CORPORACION MUNICIPAL NOVIEMBRE 2019
CM003;2021-11-16;2019;Octubre;2019-10-31;SI;PASIVOS CORPORACION MUNICIPAL OCTUBRE 2019
CM003;2021-11-16;2019;Septiembre;2019-09-30;SI;PASIVOS CORPORACION MUNICIPAL SEPTIEMBRE 2019
CM003;2021-11-16;2019;Agosto;2019-08-30;SI;PASIVOS CORPORACION MUNICIPAL AGOSTO 2019
CM003;2021-11-16;2019;Julio;2019-07-31;SI;PASIVOS CORPORACION MUNICIPAL JULIO 2019
CM003;2021-11-16;2019;Junio;2019-06-30;SI;PASIVOS CORPORACION MUNICIPAL JUNIO 2019
CM003;2021-11-16;2019;Mayo;2019-05-31;SI;PASIVOS CORPORACION MUNICIPAL MAYO 2019
CM003;2021-11-16;2019;Abril;2019-04-30;SI;PASIVOS CORPORACION MUNICIPAL ABRIL 2019
CM003;2021-11-16;2019;Marzo;2019-03-31;SI;PASIVOS CORPORACION MUNICIPAL MARZO 2019
CM003;2021-11-16;2019;Febrero;2019-01-31;SI;PASIVOS CORPORACION MUNICIPAL FEBRERO 2019
CM003;2021-11-16;2019;Enero;2019-01-31;SI;PASIVOS CORPORACION MUNICIPAL ENERO 2019
CM004;2021-09-28;2017;Diciembre;2017-12-29;SI;PASIVOS EXIGIBLES EDUCACION TERCER TRIMESTRE
CM004;2021-09-28;2017;Septiembre;2017-09-29;SI;PASIVOS EXIGIBLES EDUCACION TERCER TRIMESTRE
CM004;2021-09-28;2017;Junio;2017-06-30;SI;PASIVOS EXIGIBLES EDUCACION SEGUNDO TRIMESTRE
CM004;2021-09-28;2017;Marzo;2017-03-31;SI;PASIVOS EXIGIBLES EDUCACION PRIMER TRIMESTRE
CM004;2021-09-28;2017;Diciembre;2017-12-29;SI;PASIVOS EXIGIBLES SALUD CUARTO TRIMESTRE
CM004;2021-09-28;2017;Septiembre;2017-09-29;SI;PASIVOS EXIGIBLES SALUD TERCER TRIMESTRE
CM004;2021-09-28;2017;Junio;2017-06-30;SI;PASIVOS EXIGIBLES SALUD SEGUNDO TRIMESTRE
CM004;2021-09-28;2017;Marzo;2017-03-31;SI;PASIVOS EXIGIBLES SALUD PRIMER TRIMESTRE
CM004;2021-09-28;2016;Mayo;2016-05-30;SI;
CM004;2021-09-28;2018;Diciembre;2018-12-31;SI;PASIVOS EXIGIBLES SALUD CUARTO TRIMESTRE
CM004;2021-09-28;2018;Septiembre;2018-09-28;SI;PASIVOS EXIGIBLES SALUD TERCER TRIMESTRE
CM004;2021-09-28;2018;Junio;2018-06-29;SI;PASIVOS EXIGIBLES SALUD SEGUNDO TRIMESTRE
CM004;2021-09-28;2018;Marzo;2018-03-30;SI;PASIVOS EXIGIBLES SALUD PRIMER TRIMESTRE
CM004;2021-09-28;2018;Diciembre;2018-12-31;SI;PASIVOS EXIGIBLES EDUCACION CUARTO TRIMESTRE
CM004;2021-09-28;2018;Septiembre;2018-09-28;SI;PASIVOS EXIGIBLES EDUCACION TERCER TRIMESTRE
CM004;2021-09-28;2018;Junio;2018-06-29;SI;PASIVOS EXIGIBLES EDUCACION SEGUNDO TRIMESTRE
CM004;2021-09-28;2018;Marzo;2018-03-30;SI;PASIVOS EXIGIBLES EDUCACION PRIMER TRIMESTRE
CM006;2021-11-18;2016;Diciembre;2016-12-12;SI;PASIVOS DE LA CORPORACION MUNICIPAL DE PUQUELDON EDUCACION
CM006;2021-11-18;2018;Septiembre;2018-09-30;SI;PASIVOS EDUCACION CORRESPONDIENTE A LOS MESES DE JULIO A SEPTIEMBRE 2018
CM006;2021-11-18;2018;Agosto;2018-08-31;SI;PASIVOS EDUCACION CORRESPONDIENTE A LOS MESES DE JULIO A SEPTIEMBRE 2018
CM006;2021-11-18;2018;Julio;2018-07-31;SI;PASIVOS EDUCACION CORRESPONDIENTE A LOS MESES DE JULIO A SEPTIEMBRE 2018
CM006;2021-11-18;2018;Junio;2018-06-30;SI;PASIVOS EDUCACION CORRESPONDIENTE A LOS MESES DE ABRIL A JUNIO 2018
CM006;2021-11-18;2018;Mayo;2018-05-31;SI;PASIVOS EDUCACION CORRESPONDIENTE A LOS MESES DE ABRIL A JUNIO 2018
CM006;2021-11-18;2018;Abril;2018-04-30;SI;PASIVOS EDUCACION CORRESPONDIENTE A LOS MESES DE ABRIL A JUNIO 2018
CM006;2021-11-18;2018;Marzo;2018-03-31;SI;PASIVOS EDUCACION CORRESPONDIENTE A LOS MESES DE ENERO A MARZO 2018
CM006;2021-11-18;2018;Febrero;2018-02-28;SI;PASIVOS EDUCACION CORRESPONDIENTE A LOS MESES DE ENERO A MARZO 2018
CM006;2021-11-18;2018;Enero;2018-01-31;SI;PASIVOS EDUCACION CORRESPONDIENTE A LOS MESES DE ENERO A MARZO 2018
CM006;2021-11-18;2016;Diciembre;2016-12-12;SI;PASIVOS DE LA CORPORACION MUNICIPAL DE PUQUELDON SALUD
CM006;2021-11-18;2018;Septiembre;2018-09-30;SI;PASIVOS SALUD CORRESPONDIENTES A LOS MESES DE JULIO A SEPTIEMBRE 2018
CM006;2021-11-18;2018;Agosto;2018-08-31;SI;PASIVOS SALUD CORRESPONDIENTES A LOS MESES DE JULIO A SEPTIEMBRE 2018
CM006;2021-11-18;2018;Julio;2018-07-31;SI;PASIVOS SALUD CORRESPONDIENTES A LOS MESES DE JULIO A SEPTIEMBRE 2018
CM006;2021-11-18;2018;Junio;2018-06-30;SI;PASIVOS SALUD CORRESPONDIENTES A LOS MESES DE ABRIL A JUNIO 2018
CM006;2021-11-18;2018;Mayo;2018-05-31;SI;PASIVOS SALUD CORRESPONDIENTES A LOS MESES DE ABRIL A JUNIO 2018
CM006;2021-11-18;2018;Abril;2018-04-30;SI;PASIVOS SALUD CORRESPONDIENTES A LOS MESES DE ABRIL A JUNIO 2018
CM006;2021-11-18;2018;Marzo;2018-03-31;SI;PASIVOS SALUD CORRESPONDIENTES A LOS MESES DE ENERO A MARZO 2018
CM006;2021-11-18;2018;Febrero;2018-02-28;SI;PASIVOS SALUD CORRESPONDIENTES A LOS MESES DE ENERO A MARZO 2018
CM006;2021-11-18;2018;Enero;2018-01-31;SI;PASIVOS SALUD CORRESPONDIENTES A LOS MESES DE ENERO A MARZO 2018
CM008;2021-11-15;2021;Octubre;2021-10-31;SI;PASIVOS CORPORACION MUNICIPAL BIBLIOTECA
CM008;2021-11-15;2021;Octubre;2021-10-31;SI;PASIVOS CORPORACION MUNICIPAL CASA CENTRAL
CM008;2021-11-15;2021;Octubre;2021-10-31;SI;PASIVOS CORPORACION MUNICIPAL CEMENTERIO
CM008;2021-11-15;2021;Octubre;2021-10-31;SI;PASIVOS CORPORACION MUNICIPAL EDUCACION
CM008;2021-11-15;2021;Octubre;2021-10-31;SI;PASIVOS CORPORACION MUNICIPAL JARDINES
CM008;2021-11-15;2021;Octubre;2021-10-31;SI;PASIVOS CORPORACION MUNICIPAL SALUD
CM008;2021-11-15;2021;Septiembre;2021-09-30;SI;PASIVOS CORPORACION MUNICIPAL EDUCACION
CM008;2021-11-15;2021;Septiembre;2021-09-30;SI;PASIVOS CORPORACION MUNICIPAL JARDINES
CM008;2021-11-15;2021;Septiembre;2021-09-30;SI;PASIVOS CORPORACION MUNICIPAL SALUD
CM008;2021-11-15;2021;Agosto;2021-08-31;SI;PASIVOS CORPORACION MUNICIPAL ADMINISTRACION
CM008;2021-11-15;2021;Agosto;2021-08-31;SI;PASIVOS CORPORACION MUNICIPAL BIBLIOTECAS
CM008;2021-11-15;2021;Agosto;2021-08-31;SI;PASIVOS CORPORACION MUNICIPAL EDUCACION
CM008;2021-11-15;2021;Agosto;2021-08-31;SI;PASIVOS CORPORACION MUNICIPAL JARDINES
CM008;2021-11-15;2021;Agosto;2021-08-31;SI;PASIVOS CORPORACION MUNICIPAL SALUD
