organismo_codigo;fecha_publicacion_ta;nombre;numero_acto;denominacion_acto;activado
AB004;2022-09-14;Resolucion;717;RESOLUCION APRUEBA BASES ADMINISTRATIVAS TECNICAS Y ANEXOS;Si
AB004;2022-09-14;Resolucion;635;RESOLUCION APRUEBA BASES ADMINISTRATIVAS TECNICAS Y ANEXOS;Si
AB004;2022-09-14;Resolucion;621;RESOLUCION APRUEBA BASES ADMINISTRATIVAS TECNICAS Y ANEXOS;Si
AB004;2022-09-14;Resolucion;531;RESOLUCION APRUEBA BASES ADMINISTRATIVAS TECNICAS Y ANEXOS;Si
AB004;2022-09-14;Resolucion Exenta;478;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;410;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;216;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;215;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;94;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;232;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;231;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;200;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;199;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;197;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;134;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;131;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;1295;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;532;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;220;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;590;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;567;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;1221;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;1204;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;1185;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;1184;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;1181;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;944;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;819;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;653;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;802;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;630;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;627;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;668;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;612;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;602;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;521;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;440;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;428;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;474;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;473;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;472;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;463;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;439;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;161;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;71;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;66;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;196;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;183;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;179;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;169;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;157;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;140;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion;13;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;1109;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;1013;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;385;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;342;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;408;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;356;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;340;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;178;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;637;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;553;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;861;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;1110;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;1035;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;346;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;324;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;323;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;546;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;485;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;77;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;124;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;11;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;109;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;108;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion;38;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;656;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;639;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;629;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;596;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;1107;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;1096;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;1067;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;1066;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;1043;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion;11;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;849;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;782;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;758;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;742;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;741;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;714;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;713;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;607;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;865;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;864;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;863;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;842;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;790;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;789;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;787;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;948;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;878;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;866;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;1217;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;1175;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;1145;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;1144;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;1143;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;1133;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;1123;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;1115;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;1103;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;1095;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;1078;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;984;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;909;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;912;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;910;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;837;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;756;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;755;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;749;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;660;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB004;2022-09-14;Resolucion Exenta;634;RESOLUCION CONVOCA A PROCESO DE LICITACION PUBLICA.;Si
AB078;2022-09-12;Resolucion;501;SERVICIO PRODUCCION EVENTOS SEMINARIO ALTOANDINOS;Si
AB078;2022-09-12;Resolucion;479;LIMPIEZA TRASLADO Y MANTENCION DE BODEGAS GORE;Si
AB078;2022-09-12;Resolucion;374;CAPACITACION DE CALIDAD DE VIDA Y SALUD MENTAL;Si
AB078;2022-09-12;Resolucion;154;SERVICIOS DE DISENO DE PIEZAS GRAFICAS GORE ATACAMA;Si
AB078;2022-09-12;Resolucion;113;SERVICIO PRODUCCION EXPOSICION ITINERANTE FREIRINA;Si
AB078;2022-09-12;Resolucion;88;SERVICIO ASEO DEPENDENCIAS GORE ATACAMA;Si
AB078;2022-09-12;Resolucion;33;MANTENCION Y REPARACION EQUIPOS AIRE ACONDICIONADO;Si
AB078;2022-09-12;Resolucion Exenta;498;SERVICIO DE DIFUSION DEL PLAN FREIRINA SUSTENTABLE 2021 2029;Si
AB078;2022-09-12;Resolucion Exenta;389;PERFILES DE CARGOS ROLES Y PROCESOS;Si
AB078;2022-09-12;Resolucion Exenta;325;SERVICIO REMODELACION ACCESO Y OFICINA GOBERNADOR;Si
AB078;2022-09-12;Resolucion Exenta;304;ESTUDIO Y DISENO TERMINAL NO URBANO CHANARAL;Si
AB078;2022-09-12;Resolucion Exenta;237;ESTUDIO Y DISENO TERMINAL NO URBANO CALDERA;Si
AB078;2022-09-12;Resolucion Exenta;72;SERVICIO OBRAS MENORES;Si
AB078;2022-09-12;Resolucion;591;DIPLOMADO PLANIFICACION Y GESTION DE GOBIERNOS TERRITORIALES EN EL NUEVO ESCENARIO DE LA DESCENTRALIZACION;Si
AB078;2022-09-12;Resolucion;364;ADQUISICION CAMION LIMPIA FOSAS ALTO DEL CARMEN;Si
AB078;2022-09-12;Resolucion;362;REPOSICION DE DOS AMBULANCIAS DE LA RED SALUD COMUNA DE ALTO DEL CARMEN;Si
AB078;2022-09-12;Resolucion;386;SERVICIO DE OBRAS MENORES DEPENDENCIAS DEL GOBIERNO REGIONAL DE ATACAMA;Si
AB078;2022-09-12;Resolucion;261;SERVICIO DE FUMIGACION EN DEPENDENCIAS DEL SERVICIO ADMINISTRATIVO DEL GOBIERNO REGIONAL DE ATACAMA;Si
AB078;2022-09-12;Resolucion;588;SERVICIO DE SEGURIDAD PARA DEPENDENCIAS GORE ATACAMA;Si
AB078;2022-09-12;Resolucion;465;ADQUISICION CAMION GRUA;Si
AB078;2022-09-12;Resolucion;442;ADQUISICION DE 2 CAMIONES ALZA HOMBRES PARA LAS COMUNAS DE CHANARAL Y DIEGO DE ALMAGRO;Si
AB078;2022-09-12;Resolucion;441;REPOSICION VEHICULOS POLICIALES PARA LA III ZONA DE CARABINEROS ATACAMA;Si
AB078;2022-09-12;Resolucion;440;ADQUISICION DE UNA BACHEADORA PARA I. M. DE COPIAPO;Si
AB078;2022-09-12;Resolucion;407;ADQUISICION BARREDORA DE CALLES;Si
AB078;2022-09-12;Resolucion;406;ADQUISICION CAMION MULTIPROPOSITO;Si
AB078;2022-09-12;Resolucion;592;SEGURO AUTOMOTRIZ PARA VEHICULOS GOREATACAMA;Si
AB078;2022-09-12;Resolucion;589;SUMINISTRO DE AGUA PURIFICADA PARA DEPENDENCIAS GOBIERNO REGIONAL DE ATACAMA;Si
AB078;2022-09-12;Resolucion;96;SERVICIO TELEFONIA MOVIL INTERNET MOVIL Y GPS PARA GOBIERNO REGIONAL DE ATACAMA;Si
AB078;2022-09-12;Resolucion;118;SERVICIO DE MANTENCION REPARACION Y SUMINISTRO DE EQUIPOS DE AIRE ACONDICIONADO PARA EL GOBIERNO REGIONAL DE ATACAMA;Si
AB078;2022-09-12;Resolucion;911;SERVICIO DE SEGURIDAD PARA DEPENDENCIAS DEL GOBIERNO REGIONAL DE ATACAMA;Si
AB078;2022-09-12;Resolucion;14;SERVICIO SALA CUNA Y JARDIN INFANTIL;Si
AB078;2022-09-12;Resolucion;13;SERVICIO HOSTING;Si
AB081;2022-09-14;Resolucion Exenta;576;DEJA SIN EFECTO RESOLUCION EXENTA NUMERO 389DE FECHA 26 DE ABRIL DE 2022 Y APRUEBABASES ADMINISTRATIVAS (GENERALES YESPECIALES) BASES TECNICAS Y ANEXOS DELICITACION PUBLICA SERVICIO DE ASEO ENDEPENDENCIAS Y EDIFICIO CORPORATIVO DELGOBIERNO REGIONAL METROPOLITANO;Si
AB081;2022-09-14;Resolucion Exenta;1337;APRUEBA BASES ADMINISTRATIVASGENERALES BASES ADMINISTRATIVASESPECIALES BASES TECNICAS ANEXOS YLLAMA A LICITACION PUBLICA PARA LAEJECUCION DEL PROYECTO BARANDATERRAZA 8 PISO DEL GOBIERNO REGIONALREGION METROPOLITANA.;Si
AB081;2022-09-14;Resolucion Exenta;1107;APRUEBA BASES ADMINISTRATIVAS BASESESPECIALES BASES TECNICAS ANEXOS Y LLAMAA LICITACION PUBLICA PARA LA CONTRATACIONDEL ESTUDIO DIAGNOSTICO PLAN DE ACCIONREGIONAL DE CAMBIO CLIMATICO CODIGO IDI400336900.;Si
AB081;2022-09-14;Resolucion Exenta;674;APRUEBA BASES ADMINISTRATIVAS(GENERALES Y ESPECIALES) Y ESPECIFICACIONES TECNICAS PARA LA CONTRATACION DEL ARRIENDO DE SERVICIOSDE INTERNET PARA EL GOBIERNO REGIONAL METROPOLITANO DE SANTIAGO EN LOS TERMINOS QUE INDICA.;Si
AB081;2022-09-14;Resolucion Exenta;563;APRUEBA BASES ADMINISTRATIVAS GENERALES BASES ADMINISTRATIVAS PARTICULARES ESPECIFICACIONES TECNICAS ANEXOS Y LLAMA A LICITACION PUBLICA PARA LA ADQUISICION DE SERVICIO DE ARRIENDO DE EQUIPOS DE IMPRESION Y COPIADO PARA EL GOBIERNO REGIONAL METROPOLITANO;Si
AB081;2022-09-14;Resolucion Exenta;314;APRUEBA BASES ADMINISTRATIVASGENERALES BASES ADMINISTRATIVASPARTICULARES ESPECIFICACIONESTECNICAS ANEXOS Y LLAMA A LICITACIONPUBLICA PARA LA RENOVACION DELICENCIAS FORTINET CON SOPORTETECNICO;Si
AB081;2022-09-14;Resolucion Exenta;87;APRUEBA BASES ADMINISTRATIVAS GENERALES BASES ADMINISTRATIVAS PARTICULARES ESPECIFICACIONES TECNICASANEXOS Y LLAMA A LICITACION PUBLICA PARA LA ADQUISICION DE LICENCIAS AUTOCAD PARA FUNCIONARIOS DEL GOBIERNO REGIONAL METROPOLITANO.;Si
